"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Germany (DE)","02.01.2023 04:15 - 02.01.2023 04:30 (CET/CEST)","4373","5481","n/e","1712","2056","306","n/e","n/e","27","179","4587","1172","113","n/e","2459","186","103","0","723","643","24465"
"Germany (DE)","02.01.2023 04:30 - 02.01.2023 04:45 (CET/CEST)","4372","5798","n/e","1724","2058","306","n/e","n/e","27","172","4869","1172","73","n/e","2459","187","103","0","724","665","24756"
"Germany (DE)","02.01.2023 04:45 - 02.01.2023 05:00 (CET/CEST)","4392","6032","n/e","1750","2048","306","n/e","n/e","27","162","5189","1176","28","n/e","2460","186","103","0","723","715","25353"
"Germany (DE)","02.01.2023 05:00 - 02.01.2023 05:15 (CET/CEST)","4396","6248","n/e","1765","2119","306","n/e","n/e","27","159","5505","1173","104","n/e","2457","189","104","0","703","736","25290"
"Germany (DE)","02.01.2023 05:15 - 02.01.2023 05:30 (CET/CEST)","4426","6262","n/e","1798","2145","306","n/e","n/e","26","157","5784","1164","69","n/e","2460","190","104","0","698","818","25452"
"Germany (DE)","02.01.2023 05:30 - 02.01.2023 05:45 (CET/CEST)","4427","6281","n/e","1810","2160","306","n/e","n/e","26","157","5214","1158","109","n/e","2461","190","104","0","693","903","25867"
"Germany (DE)","02.01.2023 05:45 - 02.01.2023 06:00 (CET/CEST)","4434","6487","n/e","1800","2158","306","n/e","n/e","26","376","3935","1155","122","n/e","2460","190","104","0","695","977","26503"
"Germany (DE)","02.01.2023 06:00 - 02.01.2023 06:15 (CET/CEST)","4474","7182","n/e","1940","2220","306","n/e","n/e","26","157","3195","1155","71","n/e","2461","190","104","0","744","1087","27163"
"Germany (DE)","02.01.2023 06:15 - 02.01.2023 06:30 (CET/CEST)","4502","7843","n/e","1954","2237","306","n/e","n/e","25","1053","3628","1155","63","n/e","2460","192","105","0","743","1131","27659"
"Germany (DE)","02.01.2023 06:30 - 02.01.2023 06:45 (CET/CEST)","4492","8286","n/e","1991","2469","306","n/e","n/e","25","1398","3312","1157","46","n/e","2458","194","106","0","735","1251","27743"
"Germany (DE)","02.01.2023 06:45 - 02.01.2023 07:00 (CET/CEST)","4515","8826","n/e","2015","2608","306","n/e","n/e","26","1012","1722","1155","23","n/e","2459","194","106","0","720","1228","28050"
"Germany (DE)","02.01.2023 07:00 - 02.01.2023 07:15 (CET/CEST)","4583","9627","n/e","2066","2653","306","n/e","n/e","25","561","1348","1155","24","n/e","2462","194","106","0","730","1218","28508"
"Germany (DE)","02.01.2023 07:15 - 02.01.2023 07:30 (CET/CEST)","4607","10154","n/e","2124","2673","306","n/e","n/e","25","472","961","1155","74","n/e","2461","194","106","0","743","1242","28769"
"Germany (DE)","02.01.2023 07:30 - 02.01.2023 07:45 (CET/CEST)","4621","10311","n/e","2105","2705","306","n/e","n/e","25","59","916","1154","100","n/e","2462","194","106","0","746","1319","29245"
"Germany (DE)","02.01.2023 07:45 - 02.01.2023 08:00 (CET/CEST)","4646","10365","n/e","2067","2734","306","n/e","n/e","25","969","681","1159","64","n/e","2464","194","106","0","741","1420","30042"
"Germany (DE)","02.01.2023 08:00 - 02.01.2023 08:15 (CET/CEST)","4674","10596","n/e","2062","2847","306","n/e","n/e","25","964","1028","1157","35","n/e","2463","194","106","7","750","1529","30279"
"Germany (DE)","02.01.2023 08:15 - 02.01.2023 08:30 (CET/CEST)","4681","10737","n/e","2072","2880","306","n/e","n/e","25","849","1020","1155","50","n/e","2460","194","106","99","759","1690","30339"
"Germany (DE)","02.01.2023 08:30 - 02.01.2023 08:45 (CET/CEST)","4707","10840","n/e","2098","2940","306","n/e","n/e","25","296","983","1163","44","n/e","2462","194","106","564","761","1829","30608"
"Germany (DE)","02.01.2023 08:45 - 02.01.2023 09:00 (CET/CEST)","4724","11000","n/e","2116","3012","306","n/e","n/e","25","313","1267","1169","31","n/e","2462","194","106","1155","760","1939","30525"
"Germany (DE)","02.01.2023 09:00 - 02.01.2023 09:15 (CET/CEST)","4714","11444","n/e","2190","3092","306","n/e","n/e","25","1122","465","1172","49","n/e","2462","194","106","1835","768","1964","30725"
"Germany (DE)","02.01.2023 09:15 - 02.01.2023 09:30 (CET/CEST)","4715","11819","n/e","2202","3169","306","n/e","n/e","25","1051","625","1180","33","n/e","2461","194","106","2544","765","2003","30474"
"Germany (DE)","02.01.2023 09:30 - 02.01.2023 09:45 (CET/CEST)","4729","11894","n/e","2198","3247","306","n/e","n/e","25","838","710","1183","28","n/e","2464","194","106","3222","771","1963","30111"
"Germany (DE)","02.01.2023 09:45 - 02.01.2023 10:00 (CET/CEST)","4732","11995","n/e","2217","3338","306","n/e","n/e","25","802","862","1188","45","n/e","2465","194","106","3931","764","1983","29728"
"Germany (DE)","02.01.2023 10:00 - 02.01.2023 10:15 (CET/CEST)","4714","12358","n/e","2303","3389","306","n/e","n/e","25","2637","278","1190","114","n/e","2465","199","109","4535","770","2096","29155"
"Germany (DE)","02.01.2023 10:15 - 02.01.2023 10:30 (CET/CEST)","4726","12429","n/e","2350","3421","306","n/e","n/e","25","2304","442","1189","105","n/e","2461","205","111","5256","763","2278","28840"
"Germany (DE)","02.01.2023 10:30 - 02.01.2023 10:45 (CET/CEST)","4729","12493","n/e","2387","3481","306","n/e","n/e","25","1524","467","1194","139","n/e","2462","207","112","5911","767","2316","28092"
"Germany (DE)","02.01.2023 10:45 - 02.01.2023 11:00 (CET/CEST)","4732","12617","n/e","2431","3539","306","n/e","n/e","24","1455","202","1198","90","n/e","2464","211","114","6429","767","2469","27605"
"Germany (DE)","02.01.2023 11:00 - 02.01.2023 11:15 (CET/CEST)","4703","12575","n/e","2345","3662","306","n/e","n/e","24","1914","14","1198","111","n/e","2466","211","114","6969","763","2865","27431"
"Germany (DE)","02.01.2023 11:15 - 02.01.2023 11:30 (CET/CEST)","4710","12518","n/e","2355","3698","306","n/e","n/e","24","1453","23","1201","64","n/e","2465","211","114","7292","747","3049","27388"
"Germany (DE)","02.01.2023 11:30 - 02.01.2023 11:45 (CET/CEST)","4704","12579","n/e","2616","3767","306","n/e","n/e","24","1667","153","1204","86","n/e","2465","211","114","7527","761","3101","27092"
"Germany (DE)","02.01.2023 11:45 - 02.01.2023 12:00 (CET/CEST)","4691","12581","n/e","2620","3665","306","n/e","n/e","23","1869","244","1210","101","n/e","2464","211","114","7696","768","3112","26950"
"Germany (DE)","02.01.2023 12:00 - 02.01.2023 12:15 (CET/CEST)","4670","12635","n/e","2289","3478","306","n/e","n/e","23","1522","254","1210","44","n/e","2464","209","113","7733","766","3279","26967"
"Germany (DE)","02.01.2023 12:15 - 02.01.2023 12:30 (CET/CEST)","4658","12637","n/e","2223","3413","306","n/e","n/e","23","1057","303","1209","103","n/e","2463","197","108","7730","764","3186","26817"
"Germany (DE)","02.01.2023 12:30 - 02.01.2023 12:45 (CET/CEST)","4660","12648","n/e","2261","3344","306","n/e","n/e","23","944","793","1210","110","n/e","2463","196","107","7637","771","3259","26642"
"Germany (DE)","02.01.2023 12:45 - 02.01.2023 13:00 (CET/CEST)","4656","12762","n/e","2233","3359","306","n/e","n/e","23","752","632","1209","110","n/e","2462","196","107","7345","770","3539","26407"
"Germany (DE)","02.01.2023 13:00 - 02.01.2023 13:15 (CET/CEST)","4649","12994","n/e","2128","3455","306","n/e","n/e","23","478","351","1194","58","n/e","2462","236","107","6854","779","3988","26335"
"Germany (DE)","02.01.2023 13:15 - 02.01.2023 13:30 (CET/CEST)","4652","13113","n/e","2164","3526","306","n/e","n/e","23","442","475","1189","127","n/e","2458","236","107","6191","786","4357","25799"
"Germany (DE)","02.01.2023 13:30 - 02.01.2023 13:45 (CET/CEST)","4655","13188","n/e","2189","3499","306","n/e","n/e","23","462","493","1188","152","n/e","2459","236","107","5586","788","4647","25348"
"Germany (DE)","02.01.2023 13:45 - 02.01.2023 14:00 (CET/CEST)","4649","13167","n/e","2203","3543","306","n/e","n/e","23","497","401","1181","144","n/e","2458","236","107","5045","777","4878","25199"
"Germany (DE)","02.01.2023 14:00 - 02.01.2023 14:15 (CET/CEST)","4650","13180","n/e","2245","3707","306","n/e","n/e","24","446","918","1175","42","n/e","2459","236","107","4381","763","5311","25114"
"Germany (DE)","02.01.2023 14:15 - 02.01.2023 14:30 (CET/CEST)","4660","13238","n/e","2414","3765","306","n/e","n/e","24","274","584","1172","36","n/e","2458","239","108","3757","759","5720","25021"
"Germany (DE)","02.01.2023 14:30 - 02.01.2023 14:45 (CET/CEST)","4666","13227","n/e","2606","3785","306","n/e","n/e","23","504","177","1171","37","n/e","2458","250","114","3048","761","5907","24677"
"Germany (DE)","02.01.2023 14:45 - 02.01.2023 15:00 (CET/CEST)","4661","13283","n/e","2598","3788","306","n/e","n/e","23","1279","106","1169","32","n/e","2457","251","114","2363","767","5987","24161"
"Germany (DE)","02.01.2023 15:00 - 02.01.2023 15:15 (CET/CEST)","4691","13383","n/e","2532","3759","306","n/e","n/e","23","218","216","1166","33","n/e","2459","251","114","1786","767","5950","23658"
"Germany (DE)","02.01.2023 15:15 - 02.01.2023 15:30 (CET/CEST)","4709","13395","n/e","2617","3835","306","n/e","n/e","23","555","186","1165","40","n/e","2459","251","114","1257","765","5920","23274"
"Germany (DE)","02.01.2023 15:30 - 02.01.2023 15:45 (CET/CEST)","4715","13380","n/e","2475","3903","306","n/e","n/e","23","1303","289","1163","35","n/e","2459","251","114","780","766","5872","23235"
"Germany (DE)","02.01.2023 15:45 - 02.01.2023 16:00 (CET/CEST)","4733","13377","n/e","2508","3901","306","n/e","n/e","24","1677","123","1166","29","n/e","2459","251","114","402","762","5983","23362"
"Germany (DE)","02.01.2023 16:00 - 02.01.2023 16:15 (CET/CEST)","4797","13375","n/e","2664","3938","306","n/e","n/e","24","801","302","1167","48","n/e","2458","251","114","146","781","6148","23138"
"Germany (DE)","02.01.2023 16:15 - 02.01.2023 16:30 (CET/CEST)","4823","13387","n/e","2598","3983","306","n/e","n/e","24","1222","223","1172","56","n/e","2458","251","114","33","786","6093","22579"
"Germany (DE)","02.01.2023 16:30 - 02.01.2023 16:45 (CET/CEST)","4831","13394","n/e","2538","3986","306","n/e","n/e","24","2602","309","1173","44","n/e","2458","251","114","3","776","6256","22369"
"Germany (DE)","02.01.2023 16:45 - 02.01.2023 17:00 (CET/CEST)","4856","13414","n/e","2611","3978","306","n/e","n/e","24","3861","190","1177","42","n/e","2458","251","114","0","775","6350","22153"
"Germany (DE)","02.01.2023 17:00 - 02.01.2023 17:15 (CET/CEST)","4891","13418","n/e","2798","4154","306","n/e","n/e","24","4885","60","1179","44","n/e","2457","251","114","0","782","6435","22143"
"Germany (DE)","02.01.2023 17:15 - 02.01.2023 17:30 (CET/CEST)","4894","13381","n/e","2791","4189","306","n/e","n/e","25","5563","110","1182","48","n/e","2456","251","114","0","781","6483","22214"
"Germany (DE)","02.01.2023 17:30 - 02.01.2023 17:45 (CET/CEST)","4898","13389","n/e","2803","4228","306","n/e","n/e","25","5779","259","1185","41","n/e","2455","251","114","0","776","6331","22626"
"Germany (DE)","02.01.2023 17:45 - 02.01.2023 18:00 (CET/CEST)","4908","13396","n/e","2798","4084","306","n/e","n/e","25","5539","607","1186","38","n/e","2457","251","114","0","777","6256","23158"
"Germany (DE)","02.01.2023 18:00 - 02.01.2023 18:15 (CET/CEST)","4923","13387","n/e","2803","4291","306","n/e","n/e","25","6055","315","1186","55","n/e","2457","251","114","0","780","6233","23108"
"Germany (DE)","02.01.2023 18:15 - 02.01.2023 18:30 (CET/CEST)","4907","13369","n/e","2788","4192","306","n/e","n/e","25","5894","253","1188","57","n/e","2455","251","114","0","775","6090","23073"
"Germany (DE)","02.01.2023 18:30 - 02.01.2023 18:45 (CET/CEST)","4909","13402","n/e","2778","4264","306","n/e","n/e","25","5600","307","1191","41","n/e","2454","251","114","0","776","6024","23029"
"Germany (DE)","02.01.2023 18:45 - 02.01.2023 19:00 (CET/CEST)","4908","13410","n/e","2780","4343","306","n/e","n/e","25","4740","419","1196","40","n/e","2455","251","114","0","778","6184","23104"
"Germany (DE)","02.01.2023 19:00 - 02.01.2023 19:15 (CET/CEST)","4891","13402","n/e","2788","4386","306","n/e","n/e","25","5536","230","1194","110","n/e","2456","252","114","0","780","6181","23111"
"Germany (DE)","02.01.2023 19:15 - 02.01.2023 19:30 (CET/CEST)","4875","13415","n/e","2826","4340","306","n/e","n/e","25","4433","219","1193","121","n/e","2456","252","114","0","781","6166","22782"
"Germany (DE)","02.01.2023 19:30 - 02.01.2023 19:45 (CET/CEST)","4873","13431","n/e","2930","4389","306","n/e","n/e","25","3691","254","1194","48","n/e","2457","252","114","0","776","6065","22615"
"Germany (DE)","02.01.2023 19:45 - 02.01.2023 20:00 (CET/CEST)","4879","13439","n/e","2911","4346","306","n/e","n/e","25","2469","262","1199","53","n/e","2459","252","114","0","777","5819","22415"
"Germany (DE)","02.01.2023 20:00 - 02.01.2023 20:15 (CET/CEST)","4806","13410","n/e","2802","4277","306","n/e","n/e","25","2183","239","1204","32","n/e","2459","252","114","0","780","5738","22223"
"Germany (DE)","02.01.2023 20:15 - 02.01.2023 20:30 (CET/CEST)","4770","13383","n/e","2749","4272","306","n/e","n/e","25","1197","681","1212","26","n/e","2457","252","114","0","777","5886","22097"
"Germany (DE)","02.01.2023 20:30 - 02.01.2023 20:45 (CET/CEST)","4764","13451","n/e","2788","4228","306","n/e","n/e","25","353","934","1212","40","n/e","2456","252","114","0","777","5857","21986"
"Germany (DE)","02.01.2023 20:45 - 02.01.2023 21:00 (CET/CEST)","4757","13422","n/e","2769","4165","306","n/e","n/e","25","75","1522","1214","27","n/e","2458","252","114","0","773","5909","22030"
"Germany (DE)","02.01.2023 21:00 - 02.01.2023 21:15 (CET/CEST)","4695","13453","n/e","2694","4025","306","n/e","n/e","25","1017","407","1212","51","n/e","2457","252","114","0","773","5773","21680"
"Germany (DE)","02.01.2023 21:15 - 02.01.2023 21:30 (CET/CEST)","4668","13442","n/e","2672","3886","306","n/e","n/e","25","200","464","1214","58","n/e","2458","252","114","0","773","5607","21388"
"Germany (DE)","02.01.2023 21:30 - 02.01.2023 21:45 (CET/CEST)","4664","13398","n/e","2635","3764","306","n/e","n/e","25","60","780","1218","33","n/e","2457","252","114","0","773","5474","21068"
"Germany (DE)","02.01.2023 21:45 - 02.01.2023 22:00 (CET/CEST)","4658","13374","n/e","2642","3675","306","n/e","n/e","26","24","972","1221","29","n/e","2455","252","114","0","770","5329","20852"
"Germany (DE)","02.01.2023 22:00 - 02.01.2023 22:15 (CET/CEST)","4592","13481","n/e","2629","3832","306","n/e","n/e","26","481","114","1220","91","n/e","2457","252","114","0","778","5232","20460"
"Germany (DE)","02.01.2023 22:15 - 02.01.2023 22:30 (CET/CEST)","4576","13495","n/e","2630","3649","306","n/e","n/e","26","257","183","1227","32","n/e","2460","252","114","0","779","5238","20323"
"Germany (DE)","02.01.2023 22:30 - 02.01.2023 22:45 (CET/CEST)","4563","13531","n/e","2645","3567","306","n/e","n/e","26","110","152","1228","34","n/e","2457","252","114","0","776","5249","20166"
"Germany (DE)","02.01.2023 22:45 - 02.01.2023 23:00 (CET/CEST)","4587","13487","n/e","2625","3507","306","n/e","n/e","26","26","574","1230","30","n/e","2459","252","114","0","774","5232","20151"
"Germany (DE)","02.01.2023 23:00 - 02.01.2023 23:15 (CET/CEST)","4568","13462","n/e","2557","3367","306","n/e","n/e","26","206","331","1231","101","n/e","2457","252","114","0","767","5016","19904"
"Germany (DE)","02.01.2023 23:15 - 02.01.2023 23:30 (CET/CEST)","4565","13481","n/e","2585","3207","306","n/e","n/e","26","84","1582","1234","28","n/e","2460","252","114","0","772","5021","19800"
"Germany (DE)","02.01.2023 23:30 - 02.01.2023 23:45 (CET/CEST)","4562","13428","n/e","2579","3184","306","n/e","n/e","26","75","2099","1240","28","n/e","2458","252","114","0","771","4905","19538"
"Germany (DE)","02.01.2023 23:45 - 03.01.2023 00:00 (CET/CEST)","4566","13217","n/e","2440","3392","306","n/e","n/e","25","16","2936","1245","39","n/e","2460","252","114","0","774","4610","19433"
"Germany (DE)","03.01.2023 00:00 - 03.01.2023 00:15 (CET/CEST)","4495","13042","n/e","2381","3397","306","n/e","n/e","25","202","3286","1246","31","n/e","2458","250","111","0","805","4357","19135"
"Germany (DE)","03.01.2023 00:15 - 03.01.2023 00:30 (CET/CEST)","4491","12880","n/e","2290","3408","306","n/e","n/e","25","11","3780","1248","32","n/e","2458","243","108","0","800","4425","19071"
"Germany (DE)","03.01.2023 00:30 - 03.01.2023 00:45 (CET/CEST)","4493","12862","n/e","2295","3448","306","n/e","n/e","25","26","4626","1249","22","n/e","2457","243","108","0","798","4460","18992"
"Germany (DE)","03.01.2023 00:45 - 03.01.2023 01:00 (CET/CEST)","4491","12760","n/e","2315","3448","306","n/e","n/e","25","15","4805","1249","21","n/e","2458","247","110","0","786","4382","18642"
"Germany (DE)","03.01.2023 01:00 - 03.01.2023 01:15 (CET/CEST)","4488","12845","n/e","2276","3418","306","n/e","n/e","25","44","3204","1251","25","n/e","2458","257","115","0","787","4288","18287"
"Germany (DE)","03.01.2023 01:15 - 03.01.2023 01:30 (CET/CEST)","4476","12834","n/e","2294","3457","306","n/e","n/e","25","178","3689","1251","20","n/e","2458","258","115","0","793","4293","18141"
"Germany (DE)","03.01.2023 01:30 - 03.01.2023 01:45 (CET/CEST)","4470","12776","n/e","2302","3465","306","n/e","n/e","25","169","3791","1253","21","n/e","2458","258","115","0","788","4167","17813"
"Germany (DE)","03.01.2023 01:45 - 03.01.2023 02:00 (CET/CEST)","4479","12792","n/e","2279","3438","306","n/e","n/e","25","174","3821","1259","39","n/e","2457","258","115","0","789","4162","17623"
"Germany (DE)","03.01.2023 02:00 - 03.01.2023 02:15 (CET/CEST)","4469","12602","n/e","2160","3405","306","n/e","n/e","25","203","5608","1261","45","n/e","2458","251","112","0","786","4225","17339"
"Germany (DE)","03.01.2023 02:15 - 03.01.2023 02:30 (CET/CEST)","4478","12464","n/e","2091","3366","306","n/e","n/e","26","236","5607","1265","84","n/e","2461","243","108","0","789","4145","16828"
"Germany (DE)","03.01.2023 02:30 - 03.01.2023 02:45 (CET/CEST)","4459","12597","n/e","2083","3346","306","n/e","n/e","26","225","5567","1267","103","n/e","2463","243","108","0","783","4112","16345"
"Germany (DE)","03.01.2023 02:45 - 03.01.2023 03:00 (CET/CEST)","4454","12628","n/e","2074","3342","306","n/e","n/e","26","237","5310","1266","74","n/e","2463","243","108","0","781","3971","15879"
"Germany (DE)","03.01.2023 03:00 - 03.01.2023 03:15 (CET/CEST)","4447","12668","n/e","2130","3372","306","n/e","n/e","26","235","5575","1259","82","n/e","2463","243","108","0","781","3948","15539"
"Germany (DE)","03.01.2023 03:15 - 03.01.2023 03:30 (CET/CEST)","4453","12695","n/e","2124","3388","306","n/e","n/e","26","186","5532","1256","50","n/e","2461","239","106","0","780","4058","15334"
"Germany (DE)","03.01.2023 03:30 - 03.01.2023 03:45 (CET/CEST)","4463","12710","n/e","2107","3386","306","n/e","n/e","26","173","5471","1249","34","n/e","2460","235","104","0","777","3938","15212"
"Germany (DE)","03.01.2023 03:45 - 03.01.2023 04:00 (CET/CEST)","4463","12707","n/e","2152","3404","306","n/e","n/e","26","173","5117","1244","25","n/e","2462","239","106","0","775","3865","15018"
"Germany (DE)","03.01.2023 04:00 - 03.01.2023 04:15 (CET/CEST)","4470","12769","n/e","2202","3490","306","n/e","n/e","27","172","5753","1246","20","n/e","2463","248","110","0","761","3851","14568"
"Germany (DE)","03.01.2023 04:15 - 03.01.2023 04:30 (CET/CEST)","4486","12840","n/e","2220","3650","306","n/e","n/e","27","173","5424","1249","28","n/e","2465","248","110","0","765","3694","14154"
"Germany (DE)","03.01.2023 04:30 - 03.01.2023 04:45 (CET/CEST)","4477","12800","n/e","2227","3777","306","n/e","n/e","27","173","5236","1257","28","n/e","2465","248","110","0","763","4014","13833"
"Germany (DE)","03.01.2023 04:45 - 03.01.2023 05:00 (CET/CEST)","4487","12834","n/e","2250","3913","306","n/e","n/e","27","173","4620","1266","27","n/e","2464","250","111","0","766","3811","13589"
"Germany (DE)","03.01.2023 05:00 - 03.01.2023 05:15 (CET/CEST)","4499","12771","n/e","2293","4104","306","n/e","n/e","26","173","3702","1266","25","n/e","2465","254","113","0","768","3628","13214"
"Germany (DE)","03.01.2023 05:15 - 03.01.2023 05:30 (CET/CEST)","4507","12745","n/e","2337","4348","306","n/e","n/e","27","174","3080","1264","22","n/e","2465","253","113","0","764","3508","13161"
"Germany (DE)","03.01.2023 05:30 - 03.01.2023 05:45 (CET/CEST)","4506","12878","n/e","2397","4768","306","n/e","n/e","27","150","2289","1257","59","n/e","2464","254","113","0","766","3432","12975"
"Germany (DE)","03.01.2023 05:45 - 03.01.2023 06:00 (CET/CEST)","4518","12912","n/e","2587","5222","306","n/e","n/e","27","178","1774","1248","92","n/e","2464","261","116","0","766","3197","12748"
"Germany (DE)","03.01.2023 06:00 - 03.01.2023 06:15 (CET/CEST)","4568","12945","n/e","3079","5885","306","n/e","n/e","26","63","1509","1240","78","n/e","2464","272","121","0","761","3217","12684"
"Germany (DE)","03.01.2023 06:15 - 03.01.2023 06:30 (CET/CEST)","4585","12911","n/e","3099","6414","307","n/e","n/e","26","361","720","1240","54","n/e","2464","272","122","0","762","3281","12475"
"Germany (DE)","03.01.2023 06:30 - 03.01.2023 06:45 (CET/CEST)","4595","12901","n/e","3321","6724","308","n/e","n/e","26","988","422","1237","40","n/e","2464","273","122","0","762","3008","12331"
"Germany (DE)","03.01.2023 06:45 - 03.01.2023 07:00 (CET/CEST)","4615","12925","n/e","3377","6978","308","n/e","n/e","26","1620","289","1238","58","n/e","2465","273","122","0","757","2830","12172"
"Germany (DE)","03.01.2023 07:00 - 03.01.2023 07:15 (CET/CEST)","4725","12835","n/e","3641","7250","308","n/e","n/e","26","2673","471","1243","35","n/e","2464","281","126","0","762","2733","12105"
"Germany (DE)","03.01.2023 07:15 - 03.01.2023 07:30 (CET/CEST)","4760","12940","n/e","3713","7516","306","n/e","n/e","26","3062","574","1247","56","n/e","2463","292","131","0","765","2691","11961"
"Germany (DE)","03.01.2023 07:30 - 03.01.2023 07:45 (CET/CEST)","4773","13216","n/e","3643","7906","306","n/e","n/e","26","2991","247","1247","39","n/e","2463","297","133","0","771","2679","12082"
"Germany (DE)","03.01.2023 07:45 - 03.01.2023 08:00 (CET/CEST)","4781","13542","n/e","3639","8223","307","n/e","n/e","26","3544","339","1245","52","n/e","2463","297","133","0","754","2464","12062"
