"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Germany (DE)","24.04.2023 08:15 - 24.04.2023 08:30 (CET/CEST)","4573","10021","n/e","4696","2454","356","n/e","n/e","25","4901","302","1441","72","n/e","N/A","204","117","6322","605","2615","21257"
"Germany (DE)","24.04.2023 08:30 - 24.04.2023 08:45 (CET/CEST)","4569","9951","n/e","4698","2458","356","n/e","n/e","23","4905","383","1449","72","n/e","N/A","204","117","7553","593","2645","21305"
"Germany (DE)","24.04.2023 08:45 - 24.04.2023 09:00 (CET/CEST)","4556","9843","n/e","4518","2420","356","n/e","n/e","24","3478","479","1476","74","n/e","N/A","203","117","8733","580","2814","21862"
"Germany (DE)","24.04.2023 09:00 - 24.04.2023 09:15 (CET/CEST)","4532","9789","n/e","4263","2383","356","n/e","n/e","24","4188","243","1484","92","n/e","N/A","192","112","9899","578","2546","22440"
"Germany (DE)","24.04.2023 09:15 - 24.04.2023 09:30 (CET/CEST)","4514","9674","n/e","4218","2353","356","n/e","n/e","24","2375","389","1487","87","n/e","N/A","190","111","10944","573","2559","22852"
"Germany (DE)","24.04.2023 09:30 - 24.04.2023 09:45 (CET/CEST)","4508","9560","n/e","4073","2471","356","n/e","n/e","24","1386","184","1494","101","n/e","N/A","191","111","11950","577","2598","23165"
"Germany (DE)","24.04.2023 09:45 - 24.04.2023 10:00 (CET/CEST)","4502","9286","n/e","3950","2579","356","n/e","n/e","24","1216","814","1493","143","n/e","N/A","191","111","12756","585","2444","23246"
"Germany (DE)","24.04.2023 10:00 - 24.04.2023 10:15 (CET/CEST)","4398","8971","n/e","3797","2575","356","n/e","n/e","23","2995","68","1494","207","n/e","N/A","191","111","13526","587","2352","23303"
"Germany (DE)","24.04.2023 10:15 - 24.04.2023 10:30 (CET/CEST)","4373","8919","n/e","3764","2675","357","n/e","n/e","23","2067","13","1495","97","n/e","N/A","191","111","14158","586","2500","23479"
"Germany (DE)","24.04.2023 10:30 - 24.04.2023 10:45 (CET/CEST)","4382","8964","n/e","3874","2796","356","n/e","n/e","23","1260","243","1514","107","n/e","N/A","191","111","14912","592","2691","23798"
"Germany (DE)","24.04.2023 10:45 - 24.04.2023 11:00 (CET/CEST)","4382","9022","n/e","3781","2906","356","n/e","n/e","24","812","686","1513","144","n/e","N/A","191","111","15495","594","2811","23893"
"Germany (DE)","24.04.2023 11:00 - 24.04.2023 11:15 (CET/CEST)","4330","8874","n/e","3614","3060","360","n/e","n/e","23","1993","626","1498","215","n/e","N/A","191","111","16034","592","3204","23948"
"Germany (DE)","24.04.2023 11:15 - 24.04.2023 11:30 (CET/CEST)","4318","8782","n/e","3649","3194","361","n/e","n/e","23","1336","388","1506","207","n/e","N/A","191","111","16562","602","3371","24138"
"Germany (DE)","24.04.2023 11:30 - 24.04.2023 11:45 (CET/CEST)","4322","8731","n/e","3703","3187","362","n/e","n/e","23","655","474","1532","235","n/e","N/A","191","111","16903","602","3386","24218"
"Germany (DE)","24.04.2023 11:45 - 24.04.2023 12:00 (CET/CEST)","4312","8592","n/e","3574","3282","362","n/e","n/e","23","714","803","1532","199","n/e","N/A","189","110","16928","604","3308","24550"
"Germany (DE)","24.04.2023 12:00 - 24.04.2023 12:15 (CET/CEST)","4242","8586","n/e","3390","3340","362","n/e","n/e","23","1473","647","1527","157","n/e","N/A","178","105","16891","590","3619","24969"
"Germany (DE)","24.04.2023 12:15 - 24.04.2023 12:30 (CET/CEST)","4215","8551","n/e","3462","3302","362","n/e","n/e","22","844","777","1554","88","n/e","N/A","176","104","16998","588","3747","25079"
"Germany (DE)","24.04.2023 12:30 - 24.04.2023 12:45 (CET/CEST)","4210","8544","n/e","3398","3254","362","n/e","n/e","22","608","897","1584","91","n/e","N/A","176","104","17303","603","3895","24772"
"Germany (DE)","24.04.2023 12:45 - 24.04.2023 13:00 (CET/CEST)","4207","8491","n/e","3358","3232","361","n/e","n/e","22","440","1097","1593","72","n/e","N/A","175","104","17587","589","3980","24861"
"Germany (DE)","24.04.2023 13:00 - 24.04.2023 13:15 (CET/CEST)","4210","8530","n/e","3206","3173","362","n/e","n/e","23","707","855","1599","106","n/e","N/A","176","104","17663","590","4058","24876"
"Germany (DE)","24.04.2023 13:15 - 24.04.2023 13:30 (CET/CEST)","4195","8525","n/e","3232","3168","362","n/e","n/e","23","434","1360","1591","92","n/e","N/A","176","104","17994","597","4095","25142"
"Germany (DE)","24.04.2023 13:30 - 24.04.2023 13:45 (CET/CEST)","4172","8470","n/e","3250","3172","362","n/e","n/e","22","193","2349","1588","41","n/e","N/A","175","104","18363","600","4089","25275"
"Germany (DE)","24.04.2023 13:45 - 24.04.2023 14:00 (CET/CEST)","4161","8419","n/e","3207","3203","362","n/e","n/e","22","81","3278","1579","42","n/e","N/A","176","104","17971","600","3970","25238"
"Germany (DE)","24.04.2023 14:00 - 24.04.2023 14:15 (CET/CEST)","4139","7968","n/e","3128","3438","362","n/e","n/e","22","647","4038","1554","158","n/e","N/A","176","104","17809","599","3778","25041"
"Germany (DE)","24.04.2023 14:15 - 24.04.2023 14:30 (CET/CEST)","4096","7662","n/e","3066","3521","361","n/e","n/e","23","706","3881","1574","119","n/e","N/A","175","104","17721","593","3612","25380"
"Germany (DE)","24.04.2023 14:30 - 24.04.2023 14:45 (CET/CEST)","4104","7781","n/e","3035","3562","360","n/e","n/e","23","352","3513","1589","69","n/e","N/A","176","104","17355","597","3514","25591"
"Germany (DE)","24.04.2023 14:45 - 24.04.2023 15:00 (CET/CEST)","4111","7969","n/e","2989","3564","360","n/e","n/e","23","101","4188","1592","53","n/e","N/A","176","104","16769","601","3401","25755"
"Germany (DE)","24.04.2023 15:00 - 24.04.2023 15:15 (CET/CEST)","4107","8300","n/e","3182","3478","360","n/e","n/e","23","164","2864","1573","97","n/e","N/A","176","104","16342","607","3295","25918"
"Germany (DE)","24.04.2023 15:15 - 24.04.2023 15:30 (CET/CEST)","4112","8269","n/e","3208","3381","360","n/e","n/e","23","178","3043","1555","61","n/e","N/A","176","104","15950","608","3190","26346"
"Germany (DE)","24.04.2023 15:30 - 24.04.2023 15:45 (CET/CEST)","4116","8302","n/e","3215","3350","360","n/e","n/e","23","133","3646","1554","45","n/e","N/A","175","104","15378","603","3061","26925"
"Germany (DE)","24.04.2023 15:45 - 24.04.2023 16:00 (CET/CEST)","4117","8121","n/e","3190","3385","358","n/e","n/e","23","64","3355","1554","64","n/e","N/A","176","104","14705","600","2934","26996"
"Germany (DE)","24.04.2023 16:00 - 24.04.2023 16:15 (CET/CEST)","4129","8034","n/e","3052","3382","360","n/e","n/e","23","313","4254","1549","178","n/e","N/A","176","104","13845","600","2907","26969"
"Germany (DE)","24.04.2023 16:15 - 24.04.2023 16:30 (CET/CEST)","4144","8031","n/e","3107","3364","358","n/e","n/e","23","295","3667","1552","165","n/e","N/A","175","104","13152","607","2799","26975"
"Germany (DE)","24.04.2023 16:30 - 24.04.2023 16:45 (CET/CEST)","4155","8092","n/e","3196","3203","358","n/e","n/e","23","296","2703","1565","127","n/e","N/A","176","104","12466","602","2580","27182"
"Germany (DE)","24.04.2023 16:45 - 24.04.2023 17:00 (CET/CEST)","4173","8182","n/e","3285","3201","358","n/e","n/e","22","409","1912","1568","103","n/e","N/A","176","104","11646","604","2414","27175"
"Germany (DE)","24.04.2023 17:00 - 24.04.2023 17:15 (CET/CEST)","4214","8370","n/e","3332","3529","358","n/e","n/e","22","78","2783","1575","41","n/e","N/A","176","104","10697","608","2161","27180"
"Germany (DE)","24.04.2023 17:15 - 24.04.2023 17:30 (CET/CEST)","4241","8864","n/e","3560","3638","358","n/e","n/e","22","93","1667","1572","71","n/e","N/A","175","104","9925","605","2229","27706"
"Germany (DE)","24.04.2023 17:30 - 24.04.2023 17:45 (CET/CEST)","4252","9159","n/e","3738","3889","358","n/e","n/e","22","99","806","1577","79","n/e","N/A","175","104","9057","604","2557","27771"
"Germany (DE)","24.04.2023 17:45 - 24.04.2023 18:00 (CET/CEST)","4280","9201","n/e","4075","4220","358","n/e","n/e","22","552","667","1581","107","n/e","N/A","175","104","8106","607","2374","28091"
"Germany (DE)","24.04.2023 18:00 - 24.04.2023 18:15 (CET/CEST)","4377","8983","n/e","4737","4547","358","n/e","n/e","22","126","2405","1580","77","n/e","N/A","176","104","6956","608","2113","27858"
"Germany (DE)","24.04.2023 18:15 - 24.04.2023 18:30 (CET/CEST)","4414","9077","n/e","5007","4758","358","n/e","n/e","22","260","1515","1574","114","n/e","N/A","176","104","5771","615","2230","27492"
"Germany (DE)","24.04.2023 18:30 - 24.04.2023 18:45 (CET/CEST)","4440","9254","n/e","5295","5029","358","n/e","n/e","22","700","377","1565","69","n/e","N/A","176","104","4786","616","2318","27253"
"Germany (DE)","24.04.2023 18:45 - 24.04.2023 19:00 (CET/CEST)","4460","9344","n/e","5318","5324","358","n/e","n/e","22","1963","154","1556","110","n/e","N/A","180","106","3774","616","2409","27030"
"Germany (DE)","24.04.2023 19:00 - 24.04.2023 19:15 (CET/CEST)","4488","9497","n/e","5422","5666","358","n/e","n/e","23","2394","341","1559","63","n/e","N/A","183","107","2823","617","2331","26957"
"Germany (DE)","24.04.2023 19:15 - 24.04.2023 19:30 (CET/CEST)","4520","9491","n/e","5582","5790","358","n/e","n/e","23","3957","407","1559","83","n/e","N/A","183","107","2029","615","2489","26705"
"Germany (DE)","24.04.2023 19:30 - 24.04.2023 19:45 (CET/CEST)","4522","9501","n/e","5574","5858","358","n/e","n/e","23","5064","250","1557","61","n/e","N/A","184","108","1306","616","2589","25801"
"Germany (DE)","24.04.2023 19:45 - 24.04.2023 20:00 (CET/CEST)","4524","9513","n/e","5601","5916","356","n/e","n/e","23","5559","72","1555","103","n/e","N/A","185","108","689","614","2620","24959"
"Germany (DE)","24.04.2023 20:00 - 24.04.2023 20:15 (CET/CEST)","4520","9408","n/e","5795","6143","356","n/e","n/e","23","4072","108","1553","33","n/e","N/A","185","108","261","619","2416","24731"
"Germany (DE)","24.04.2023 20:15 - 24.04.2023 20:30 (CET/CEST)","4530","9385","n/e","5773","6151","356","n/e","n/e","23","3964","266","1549","87","n/e","N/A","185","108","56","622","2657","24502"
"Germany (DE)","24.04.2023 20:30 - 24.04.2023 20:45 (CET/CEST)","4514","9466","n/e","5781","6145","356","n/e","n/e","23","5035","341","1550","88","n/e","N/A","185","108","10","618","2762","23853"
"Germany (DE)","24.04.2023 20:45 - 24.04.2023 21:00 (CET/CEST)","4496","9529","n/e","5851","6146","356","n/e","n/e","23","4819","316","1553","51","n/e","N/A","185","108","2","615","2946","23303"
"Germany (DE)","24.04.2023 21:00 - 24.04.2023 21:15 (CET/CEST)","4473","9446","n/e","5895","6304","356","n/e","n/e","23","3481","389","1545","132","n/e","N/A","185","108","0","613","3365","22689"
"Germany (DE)","24.04.2023 21:15 - 24.04.2023 21:30 (CET/CEST)","4473","9419","n/e","5909","6266","356","n/e","n/e","23","2282","403","1543","90","n/e","N/A","185","108","0","615","3581","22122"
"Germany (DE)","24.04.2023 21:30 - 24.04.2023 21:45 (CET/CEST)","4471","9415","n/e","5663","6119","356","n/e","n/e","24","1356","304","1545","46","n/e","N/A","185","109","0","618","3805","21904"
"Germany (DE)","24.04.2023 21:45 - 24.04.2023 22:00 (CET/CEST)","4470","9364","n/e","5683","5975","356","n/e","n/e","24","818","741","1551","31","n/e","N/A","185","109","0","618","4058","21913"
"Germany (DE)","24.04.2023 22:00 - 24.04.2023 22:15 (CET/CEST)","4388","9386","n/e","5909","6050","356","n/e","n/e","24","2258","159","1551","36","n/e","N/A","185","108","0","615","4290","20904"
"Germany (DE)","24.04.2023 22:15 - 24.04.2023 22:30 (CET/CEST)","4365","9333","n/e","5854","5969","356","n/e","n/e","24","1306","183","1548","61","n/e","N/A","185","109","0","617","4442","20658"
"Germany (DE)","24.04.2023 22:30 - 24.04.2023 22:45 (CET/CEST)","4343","9376","n/e","5832","5773","356","n/e","n/e","24","1436","242","1546","73","n/e","N/A","186","109","0","614","4765","20235"
"Germany (DE)","24.04.2023 22:45 - 24.04.2023 23:00 (CET/CEST)","4335","9041","n/e","5809","5578","356","n/e","n/e","24","983","51","1544","71","n/e","N/A","191","111","0","610","4973","19866"
"Germany (DE)","24.04.2023 23:00 - 24.04.2023 23:15 (CET/CEST)","4268","8558","n/e","5664","5314","356","n/e","n/e","24","1886","35","1538","84","n/e","N/A","191","111","0","613","5252","19611"
"Germany (DE)","24.04.2023 23:15 - 24.04.2023 23:30 (CET/CEST)","4257","8413","n/e","5735","5262","356","n/e","n/e","24","1250","148","1536","33","n/e","N/A","191","111","0","613","5460","19427"
"Germany (DE)","24.04.2023 23:30 - 24.04.2023 23:45 (CET/CEST)","4254","8425","n/e","5758","5026","356","n/e","n/e","24","1074","230","1535","28","n/e","N/A","191","111","0","614","5388","19436"
"Germany (DE)","24.04.2023 23:45 - 25.04.2023 00:00 (CET/CEST)","4250","8295","n/e","5790","4942","356","n/e","n/e","24","602","454","1533","28","n/e","N/A","194","112","0","612","5215","19308"
"Germany (DE)","25.04.2023 00:00 - 25.04.2023 00:15 (CET/CEST)","4165","8063","n/e","5674","4869","357","n/e","n/e","24","343","670","1530","31","n/e","N/A","194","115","0","609","5350","19066"
"Germany (DE)","25.04.2023 00:15 - 25.04.2023 00:30 (CET/CEST)","4131","7969","n/e","5522","4762","356","n/e","n/e","25","145","917","1527","54","n/e","N/A","194","115","0","601","5432","18659"
"Germany (DE)","25.04.2023 00:30 - 25.04.2023 00:45 (CET/CEST)","4122","7842","n/e","5418","4768","356","n/e","n/e","25","104","1277","1525","37","n/e","N/A","194","115","0","597","5419","18414"
"Germany (DE)","25.04.2023 00:45 - 25.04.2023 01:00 (CET/CEST)","4121","7793","n/e","5412","4768","356","n/e","n/e","25","124","1662","1524","30","n/e","N/A","194","115","0","600","5434","18337"
"Germany (DE)","25.04.2023 01:00 - 25.04.2023 01:15 (CET/CEST)","4106","7692","n/e","5377","4768","356","n/e","n/e","25","124","1842","1518","23","n/e","N/A","203","119","0","608","5341","18323"
"Germany (DE)","25.04.2023 01:15 - 25.04.2023 01:30 (CET/CEST)","4102","7661","n/e","5325","4754","356","n/e","n/e","25","190","2069","1515","23","n/e","N/A","205","120","0","610","5297","18247"
"Germany (DE)","25.04.2023 01:30 - 25.04.2023 01:45 (CET/CEST)","4100","7633","n/e","5289","4755","356","n/e","n/e","25","130","2342","1514","15","n/e","N/A","205","120","0","609","5178","18254"
"Germany (DE)","25.04.2023 01:45 - 25.04.2023 02:00 (CET/CEST)","4109","7636","n/e","5364","4692","356","n/e","n/e","25","68","3107","1512","16","n/e","N/A","209","121","0","605","5209","18208"
"Germany (DE)","25.04.2023 02:00 - 25.04.2023 02:15 (CET/CEST)","4096","7616","n/e","5364","4369","356","n/e","n/e","24","102","3161","1509","16","n/e","N/A","213","123","0","614","5203","18167"
"Germany (DE)","25.04.2023 02:15 - 25.04.2023 02:30 (CET/CEST)","4096","7550","n/e","5515","4123","356","n/e","n/e","24","62","3461","1507","15","n/e","N/A","213","123","0","607","5085","18179"
"Germany (DE)","25.04.2023 02:30 - 25.04.2023 02:45 (CET/CEST)","4099","7531","n/e","5674","4051","356","n/e","n/e","24","163","3651","1509","23","n/e","N/A","213","123","0","614","4980","18011"
"Germany (DE)","25.04.2023 02:45 - 25.04.2023 03:00 (CET/CEST)","4098","7523","n/e","5728","3952","356","n/e","n/e","24","208","3819","1510","19","n/e","N/A","215","124","0","614","4912","17749"
"Germany (DE)","25.04.2023 03:00 - 25.04.2023 03:15 (CET/CEST)","4090","7532","n/e","5826","4093","356","n/e","n/e","24","328","3578","1512","41","n/e","N/A","224","128","0","612","4572","17443"
"Germany (DE)","25.04.2023 03:15 - 25.04.2023 03:30 (CET/CEST)","4092","7581","n/e","5857","4225","356","n/e","n/e","24","232","3341","1514","26","n/e","N/A","226","129","0","604","4510","17067"
"Germany (DE)","25.04.2023 03:30 - 25.04.2023 03:45 (CET/CEST)","4093","7730","n/e","5855","4519","356","n/e","n/e","24","187","2954","1511","20","n/e","N/A","226","129","0","603","4548","16653"
"Germany (DE)","25.04.2023 03:45 - 25.04.2023 04:00 (CET/CEST)","4094","8100","n/e","5768","4796","356","n/e","n/e","24","179","3595","1508","17","n/e","N/A","226","129","0","604","4645","16269"
"Germany (DE)","25.04.2023 04:00 - 25.04.2023 04:15 (CET/CEST)","4109","8403","n/e","5619","4974","356","n/e","n/e","24","161","4334","1504","18","n/e","N/A","226","129","0","611","4641","15964"
"Germany (DE)","25.04.2023 04:15 - 25.04.2023 04:30 (CET/CEST)","4123","8394","n/e","5561","5016","356","n/e","n/e","24","16","3827","1502","20","n/e","N/A","226","129","0","610","4726","15952"
"Germany (DE)","25.04.2023 04:30 - 25.04.2023 04:45 (CET/CEST)","4124","8406","n/e","5608","5014","356","n/e","n/e","24","18","3444","1497","20","n/e","N/A","226","129","0","611","4814","15684"
"Germany (DE)","25.04.2023 04:45 - 25.04.2023 05:00 (CET/CEST)","4135","8461","n/e","5681","5042","356","n/e","n/e","24","18","2873","1496","18","n/e","N/A","226","129","0","612","4882","15356"
"Germany (DE)","25.04.2023 05:00 - 25.04.2023 05:15 (CET/CEST)","4172","8597","n/e","6106","5130","356","n/e","n/e","24","43","2155","1496","29","n/e","N/A","230","129","0","611","4738","15012"
"Germany (DE)","25.04.2023 05:15 - 25.04.2023 05:30 (CET/CEST)","4189","8705","n/e","6227","5198","356","n/e","n/e","24","341","1928","1505","27","n/e","N/A","230","129","0","610","4733","14975"
"Germany (DE)","25.04.2023 05:30 - 25.04.2023 05:45 (CET/CEST)","4210","8753","n/e","6272","5354","356","n/e","n/e","24","593","429","1508","30","n/e","N/A","230","129","3","611","4545","14721"
"Germany (DE)","25.04.2023 05:45 - 25.04.2023 06:00 (CET/CEST)","4253","8863","n/e","6349","5435","354","n/e","n/e","24","1573","139","1504","122","n/e","N/A","230","129","9","607","4602","14693"
"Germany (DE)","25.04.2023 06:00 - 25.04.2023 06:15 (CET/CEST)","4348","9044","n/e","6566","5534","354","n/e","n/e","24","171","1386","1501","85","n/e","N/A","229","129","58","610","4810","14974"
"Germany (DE)","25.04.2023 06:15 - 25.04.2023 06:30 (CET/CEST)","4401","9280","n/e","6674","5711","354","n/e","n/e","24","658","433","1496","78","n/e","N/A","229","129","202","604","4798","14765"
"Germany (DE)","25.04.2023 06:30 - 25.04.2023 06:45 (CET/CEST)","4427","9272","n/e","6706","5820","354","n/e","n/e","24","1451","123","1493","77","n/e","N/A","230","129","583","607","4781","14500"
"Germany (DE)","25.04.2023 06:45 - 25.04.2023 07:00 (CET/CEST)","4442","9209","n/e","6736","5891","354","n/e","n/e","24","2915","14","1490","75","n/e","N/A","230","129","1175","608","4555","14331"
"Germany (DE)","25.04.2023 07:00 - 25.04.2023 07:15 (CET/CEST)","4482","9065","n/e","7152","5986","354","n/e","n/e","24","4460","12","1492","79","n/e","N/A","230","129","1901","610","4431","14121"
"Germany (DE)","25.04.2023 07:15 - 25.04.2023 07:30 (CET/CEST)","4503","9012","n/e","7193","6034","355","n/e","n/e","24","4756","12","1496","85","n/e","N/A","229","129","2762","614","4467","13933"
"Germany (DE)","25.04.2023 07:30 - 25.04.2023 07:45 (CET/CEST)","4507","8997","n/e","7264","6069","353","n/e","n/e","24","4978","12","1499","94","n/e","N/A","229","129","3734","611","4415","13405"
"Germany (DE)","25.04.2023 07:45 - 25.04.2023 08:00 (CET/CEST)","4514","8985","n/e","7241","6156","351","n/e","n/e","24","5369","10","1499","93","n/e","N/A","229","129","4777","613","4106","13303"
"Germany (DE)","25.04.2023 08:00 - 25.04.2023 08:15 (CET/CEST)","4504","8972","n/e","7312","6256","350","n/e","n/e","24","7120","10","1496","155","n/e","N/A","229","129","5890","614","3620","13629"
"Germany (DE)","25.04.2023 08:15 - 25.04.2023 08:30 (CET/CEST)","4517","8956","n/e","7230","6349","349","n/e","n/e","24","6742","12","1488","169","n/e","N/A","229","129","6887","614","3420","13839"
"Germany (DE)","25.04.2023 08:30 - 25.04.2023 08:45 (CET/CEST)","4516","8980","n/e","7098","6437","350","n/e","n/e","24","5336","18","1492","104","n/e","N/A","229","129","8338","612","3423","14183"
"Germany (DE)","25.04.2023 08:45 - 25.04.2023 09:00 (CET/CEST)","4496","9002","n/e","6968","6511","350","n/e","n/e","24","3796","17","1493","86","n/e","N/A","229","129","9669","608","3334","14503"
"Germany (DE)","25.04.2023 09:00 - 25.04.2023 09:15 (CET/CEST)","4421","8907","n/e","6811","6556","350","n/e","n/e","24","3844","23","1505","90","n/e","N/A","229","129","10792","605","2723","15007"
"Germany (DE)","25.04.2023 09:15 - 25.04.2023 09:30 (CET/CEST)","4396","8846","n/e","6644","6654","350","n/e","n/e","24","1989","339","1495","146","n/e","N/A","229","129","11850","607","2640","15819"
"Germany (DE)","25.04.2023 09:30 - 25.04.2023 09:45 (CET/CEST)","4382","9034","n/e","6732","6730","350","n/e","n/e","24","1287","601","1499","113","n/e","N/A","229","129","12752","616","2555","15916"
"Germany (DE)","25.04.2023 09:45 - 25.04.2023 10:00 (CET/CEST)","4382","8975","n/e","6688","6743","350","n/e","n/e","23","606","1704","1479","170","n/e","N/A","230","129","13449","607","2437","15979"
"Germany (DE)","25.04.2023 10:00 - 25.04.2023 10:15 (CET/CEST)","4279","8720","n/e","6495","6658","350","n/e","n/e","23","1460","309","1457","168","n/e","N/A","229","129","14268","605","2402","16304"
"Germany (DE)","25.04.2023 10:15 - 25.04.2023 10:30 (CET/CEST)","4256","8558","n/e","6300","6538","350","n/e","n/e","23","720","305","1461","120","n/e","N/A","229","129","15025","606","2528","16524"
"Germany (DE)","25.04.2023 10:30 - 25.04.2023 10:45 (CET/CEST)","4247","8535","n/e","6276","6455","350","n/e","n/e","23","235","469","1443","119","n/e","N/A","229","129","15771","602","2681","16642"
"Germany (DE)","25.04.2023 10:45 - 25.04.2023 11:00 (CET/CEST)","4251","8707","n/e","6230","6390","350","n/e","n/e","24","197","1031","1442","103","n/e","N/A","229","129","16206","602","2762","16861"
"Germany (DE)","25.04.2023 11:00 - 25.04.2023 11:15 (CET/CEST)","4205","8651","n/e","5943","6341","350","n/e","n/e","24","433","1185","1485","118","n/e","N/A","229","129","16742","601","2167","17285"
"Germany (DE)","25.04.2023 11:15 - 25.04.2023 11:30 (CET/CEST)","4186","8636","n/e","5914","6385","350","n/e","n/e","24","132","1466","1489","71","n/e","N/A","227","128","16766","605","2024","17870"
"Germany (DE)","25.04.2023 11:30 - 25.04.2023 11:45 (CET/CEST)","4187","8715","n/e","5663","6451","350","n/e","n/e","23","111","1661","1501","72","n/e","N/A","226","127","16903","605","2091","18170"
"Germany (DE)","25.04.2023 11:45 - 25.04.2023 12:00 (CET/CEST)","4194","8690","n/e","5629","6425","350","n/e","n/e","23","52","2553","1501","71","n/e","N/A","226","127","17234","600","1967","18579"
"Germany (DE)","25.04.2023 12:00 - 25.04.2023 12:15 (CET/CEST)","4149","8479","n/e","5555","6187","350","n/e","n/e","24","33","2808","1480","71","n/e","N/A","226","127","17480","603","2047","18711"
"Germany (DE)","25.04.2023 12:15 - 25.04.2023 12:30 (CET/CEST)","4128","8314","n/e","5556","6017","350","n/e","n/e","23","20","3886","1465","72","n/e","N/A","226","128","17667","604","2109","19240"
"Germany (DE)","25.04.2023 12:30 - 25.04.2023 12:45 (CET/CEST)","4117","8201","n/e","5532","5933","350","n/e","n/e","23","24","4542","1486","73","n/e","N/A","226","127","17496","607","2095","19165"
"Germany (DE)","25.04.2023 12:45 - 25.04.2023 13:00 (CET/CEST)","4100","8018","n/e","5567","5830","350","n/e","n/e","23","29","4419","1497","72","n/e","N/A","226","127","17240","606","2022","19455"
"Germany (DE)","25.04.2023 13:00 - 25.04.2023 13:15 (CET/CEST)","4088","8114","n/e","5529","5686","350","n/e","n/e","23","354","3722","1494","73","n/e","N/A","226","128","17234","609","1733","19384"
"Germany (DE)","25.04.2023 13:15 - 25.04.2023 13:30 (CET/CEST)","4102","7988","n/e","5527","5655","350","n/e","n/e","24","173","4452","1479","73","n/e","N/A","226","127","17545","609","1815","19602"
"Germany (DE)","25.04.2023 13:30 - 25.04.2023 13:45 (CET/CEST)","4106","7838","n/e","5512","5660","350","n/e","n/e","24","137","5202","1477","72","n/e","N/A","226","127","17438","615","1845","20143"
"Germany (DE)","25.04.2023 13:45 - 25.04.2023 14:00 (CET/CEST)","4111","7830","n/e","5489","5636","350","n/e","n/e","24","160","5397","1457","72","n/e","N/A","226","127","17226","612","1848","20267"
"Germany (DE)","25.04.2023 14:00 - 25.04.2023 14:15 (CET/CEST)","4105","8024","n/e","5529","5677","350","n/e","n/e","24","224","5372","1441","73","n/e","N/A","226","127","17260","606","1731","20575"
"Germany (DE)","25.04.2023 14:15 - 25.04.2023 14:30 (CET/CEST)","4102","8190","n/e","5507","5707","350","n/e","n/e","24","203","5578","1416","74","n/e","N/A","226","127","17023","603","1707","20748"
"Germany (DE)","25.04.2023 14:30 - 25.04.2023 14:45 (CET/CEST)","4097","8320","n/e","5500","5728","350","n/e","n/e","24","401","5857","1408","71","n/e","N/A","226","127","16570","609","1718","20959"
"Germany (DE)","25.04.2023 14:45 - 25.04.2023 15:00 (CET/CEST)","4091","8537","n/e","5517","5729","351","n/e","n/e","24","430","6266","1420","47","n/e","N/A","226","128","16342","609","1708","21575"
"Germany (DE)","25.04.2023 15:00 - 25.04.2023 15:15 (CET/CEST)","4087","8782","n/e","5502","5731","350","n/e","n/e","24","58","6451","1433","31","n/e","N/A","219","124","16229","602","1838","21542"
"Germany (DE)","25.04.2023 15:15 - 25.04.2023 15:30 (CET/CEST)","4091","8738","n/e","5484","5724","350","n/e","n/e","24","73","6551","1443","50","n/e","N/A","207","119","16148","602","1850","21589"
"Germany (DE)","25.04.2023 15:30 - 25.04.2023 15:45 (CET/CEST)","4091","8717","n/e","5523","5735","350","n/e","n/e","24","72","6794","1440","58","n/e","N/A","207","119","15553","607","1882","21993"
"Germany (DE)","25.04.2023 15:45 - 25.04.2023 16:00 (CET/CEST)","4099","8728","n/e","5513","5771","350","n/e","n/e","24","73","6816","1420","31","n/e","N/A","207","119","14962","608","1853","22060"
"Germany (DE)","25.04.2023 16:00 - 25.04.2023 16:15 (CET/CEST)","4112","8463","n/e","5463","5922","350","n/e","n/e","24","42","6753","1410","22","n/e","N/A","198","114","14329","616","1795","21987"
"Germany (DE)","25.04.2023 16:15 - 25.04.2023 16:30 (CET/CEST)","4128","8475","n/e","5490","6097","350","n/e","n/e","24","145","6401","1421","34","n/e","N/A","185","109","13697","615","1713","21901"
"Germany (DE)","25.04.2023 16:30 - 25.04.2023 16:45 (CET/CEST)","4132","8494","n/e","5480","6177","350","n/e","n/e","24","227","5689","1417","74","n/e","N/A","185","108","13106","615","1712","21677"
